FILING_ID,SCH_I_EIN,SCH_I_PLAN_NUM,SCH_I_PLAN_YEAR_BEGIN_DATE,SCH_I_TAX_PRD,SMALL_TOT_ASSETS_BOY_AMT,SMALL_TOT_LIABILITIES_BOY_AMT,SMALL_NET_ASSETS_BOY_AMT,SMALL_TOT_ASSETS_EOY_AMT,SMALL_TOT_LIABILITIES_EOY_AMT,SMALL_NET_ASSETS_EOY_AMT,SMALL_EMPLR_CONTRIB_INCOME_AMT,SMALL_PARTICIPANT_CONTRIB_AMT,SMALL_OTH_CONTRIB_RCVD_AMT,SMALL_NON_CASH_CONTRIB_BS_AMT,SMALL_OTHER_INCOME_AMT,SMALL_TOT_INCOME_AMT,SMALL_TOT_DISTRIB_BNFT_AMT,SMALL_CORRECTIVE_DISTRIB_AMT,SMALL_DM_DSTRB_PTCP_LN_A,SMALL_OTH_EXPENSES_AMT,SMALL_TOT_EXPENSES_AMT,SMALL_NET_INCOME_AMT,SMALL_TOT_PLAN_TRANSFERS_AMT,SMALL_JOINT_VENTURE_EOY_IND,SMALL_JOINT_VENTURE_EOY_AMT,SMALL_EMPLR_PROP_EOY_IND,SMALL_EMPLR_PROP_EOY_AMT,SMALL_INVST_REAL_EST_EOY_I,SMALL_INVST_REAL_EST_EOY_A,SMALL_EMPLR_SEC_EOY_IND,SMALL_EMPLR_SEC_EOY_AMT,SMALL_MORTG_PARTCP_EOY_IND,SMALL_MORTG_PARTCP_EOY_AMT,SMALL_OTH_LNS_PARTCP_EOY_IND,SMALL_OTH_LNS_PARTCP_EOY_AMT,SMALL_PERSONAL_PROP_EOY_IND,SMALL_PERSONAL_PROP_EOY_AMT,SMALL_FAIL_XMT_CTB_I,SMALL_FAIL_XMT_CTB_A,SMALL_LOANS_IN_DEFAULT_IND,SMALL_LOANS_IN_DEFAULT_AMT,SMALL_LEASES_IN_DEFAULT_IND,SMALL_LEASES_IN_DEFAULT_AMT,SMALL_PT_IN_INT_NOT_RPTD_I,SMALL_PT_IN_INT_NOT_RPTD_A,SMALL_PLAN_INS_FDLTY_BOND_IND,SMALL_PLAN_INS_FDLTY_BOND_AMT,SMALL_LOSS_DISCV_DUR_YEAR_IND,SMALL_LOSS_DISCV_DUR_YEAR_AMT,SMALL_ASSET_UNDETERM_VAL_IND,SMALL_ASSET_UNDETERM_VAL_AMT,SMALL_NON_CASH_CONTRIB_IND,SMALL_NON_CASH_CONTRIB_AMT,SMALL_20_PRCNT_SNGL_INVST_IND,SMALL_20_PRCNT_SNGL_INVST_AMT,SMALL_ALL_PLAN_AST_DISTRIB_IND,SMALL_RES_TERM_PLAN_ADPT_IND,SMALL_RES_TERM_PLAN_ADPT_AMT,SMALL_PLAN_TRANSFER_01_NAME,SMALL_PLAN_TRANSFER_01_EIN,SMALL_PLAN_TRANSFER_01_PN,SMALL_PLAN_TRANSFER_02_NAME,SMALL_PLAN_TRANSFER_02_EIN,SMALL_PLAN_TRANSFER_02_PN,SMALL_PLAN_TRANSFER_03_NAME,SMALL_PLAN_TRANSFER_03_EIN,SMALL_PLAN_TRANSFER_03_PN,SMALL_PLAN_TRANSFER_04_NAME,SMALL_PLAN_TRANSFER_04_EIN,SMALL_PLAN_TRANSFER_04_PN
56037115388271,"112424740","001",19990101,19991231,533503,0,533503,1037404,0,1037404,81197,0,0,0,427028,508225,4324,0,0,0,4324,503901,0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"1",200000,"2",0,"2",0,"2",0,"2",0,"2","2",0,,,,,,,,,,,,
84037133085532,"112424740","001",20000101,20001231,1037404,0,1037404,716539,0,716539,0,0,0,0,-317419,-317419,0,0,0,3446,3446,-320865,0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"2",0,"1",250000,"2",0,"2",0,"2",0,"2",0,"2","2",0,,,,,,,,,,,,
